Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S002261;16/02/2021;13:00;AUTOV. M-30, +00900I, M-30 CALZADA 1ª PK 9.100 LAT;-;RETIRO;Alcance;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S002216;16/02/2021;12:50;CALL. NUÑEZ DE BALBOA;114;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S002216;16/02/2021;12:50;CALL. NUÑEZ DE BALBOA;114;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002216;16/02/2021;12:50;CALL. NUÑEZ DE BALBOA;114;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;14
2021S002256;16/02/2021;12:15;CALL. ARROYO DE LAS PILILLAS / CALL. MARROQUINA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S002256;16/02/2021;12:15;CALL. ARROYO DE LAS PILILLAS / CALL. MARROQUINA;-;MORATALAZ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 60 A 64 AÑOS;Hombre;07
2021S002259;16/02/2021;12:05;AUTOV. M-30, +01600I, TÚNEL 16 NC 02;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S002259;16/02/2021;12:05;AUTOV. M-30, +01600I, TÚNEL 16 NC 02;-;ARGANZUELA;Colisión lateral;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S002377;16/02/2021;10:10;CALL. MANUEL MUÑOZ / CALL. ANTONIO SALVADOR;-;USERA;Colisión lateral;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002377;16/02/2021;10:10;CALL. MANUEL MUÑOZ / CALL. ANTONIO SALVADOR;-;USERA;Colisión lateral;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S002214;16/02/2021;9:50;CALL. FERNANDEZ DE LA HOZ / CALL. BRETON DE LOS HERREROS;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;02
2021S002214;16/02/2021;9:50;CALL. FERNANDEZ DE LA HOZ / CALL. BRETON DE LOS HERREROS;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S002264;16/02/2021;9:30;AUTOV. A-1, +01100E;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S002264;16/02/2021;9:30;AUTOV. A-1, +01100E;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S002253;16/02/2021;9:15;CALL. GAINZA;37;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S002253;16/02/2021;9:15;CALL. GAINZA;37;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002253;16/02/2021;9:15;CALL. GAINZA;37;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002253;16/02/2021;9:15;CALL. GAINZA;37;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002260;16/02/2021;8:30;PASEO. LA HABANA;12;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2021S002260;16/02/2021;8:30;PASEO. LA HABANA;12;CHAMARTÍN;Colisión múltiple;Despejado;Motocicleta > 125cc;Conductor;DESCONOCIDA;Hombre;14
2021S002260;16/02/2021;8:30;PASEO. LA HABANA;12;CHAMARTÍN;Colisión múltiple;Despejado;Ciclomotor;Conductor;DESCONOCIDA;;
2021S002260;16/02/2021;8:30;PASEO. LA HABANA;12;CHAMARTÍN;Colisión múltiple;Despejado;Ciclomotor;Conductor;DESCONOCIDA;;
2021S002380;16/02/2021;7:30;AVDA. PRINCESA JUANA DE AUSTRIA, KM.5,500 ENTRADA;-;USERA;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S002380;16/02/2021;7:30;AVDA. PRINCESA JUANA DE AUSTRIA, KM.5,500 ENTRADA;-;USERA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;06
2021S002200;16/02/2021;7:00;CALL. COCHERON DE LA VILLA / CALL. TRANVIA BLANCO;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Motocicleta > 125cc;Conductor;DE 50 A 54 AÑOS;Hombre;03
2021S002200;16/02/2021;7:00;CALL. COCHERON DE LA VILLA / CALL. TRANVIA BLANCO;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Motocicleta > 125cc;Peatón;DE 55 A 59 AÑOS;Mujer;03
2021S002298;17/02/2021;22:40;AVDA. NUESTRA SEÑORA DE FATIMA;91;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002298;17/02/2021;22:40;AVDA. NUESTRA SEÑORA DE FATIMA;91;CARABANCHEL;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S002328;17/02/2021;21:35;CALL. LAGUNA CON VIA CARPETANA;-;LATINA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S002328;17/02/2021;21:35;CALL. LAGUNA CON VIA CARPETANA;-;LATINA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;DE 50 A 54 AÑOS;Mujer;07
2021S002329;17/02/2021;21:30;PLAZA. JUAN ZORRILLA;2;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002329;17/02/2021;21:30;PLAZA. JUAN ZORRILLA;2;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002299;17/02/2021;21:29;CALL. COALICION / CALL. DULZURA;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;VMU eléctrico;Conductor;DE 30 A 34 AÑOS;Hombre;01
2021S002299;17/02/2021;21:29;CALL. COALICION / CALL. DULZURA;-;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S002333;17/02/2021;20:50;PASEO. CASTELLANA;200;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S002333;17/02/2021;20:50;PASEO. CASTELLANA;200;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2021S002391;17/02/2021;20:00;CALL. GUAREÑA / AVDA. LAS AGUILAS;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S002391;17/02/2021;20:00;CALL. GUAREÑA / AVDA. LAS AGUILAS;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002295;17/02/2021;19:55;CALL. TEMBLEQUE / CALL. QUERO;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14
2021S002295;17/02/2021;19:55;CALL. TEMBLEQUE / CALL. QUERO;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S002295;17/02/2021;19:55;CALL. TEMBLEQUE / CALL. QUERO;-;LATINA;Alcance;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;07
2021S002332;17/02/2021;19:17;CALL. PRADENA DEL RINCON;7;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S002332;17/02/2021;19:17;CALL. PRADENA DEL RINCON;7;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Pasajero;DE 60 A 64 AÑOS;Mujer;
2021S002332;17/02/2021;19:17;CALL. PRADENA DEL RINCON;7;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;DESCONOCIDA;;
2021S002349;17/02/2021;19:15;AVDA. PLANETARIO;12;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S002349;17/02/2021;19:15;AVDA. PLANETARIO;12;ARGANZUELA;Alcance;Despejado;Furgoneta;Conductor;DE 18 A 20 AÑOS;Hombre;14
2021S002292;17/02/2021;19:15;AUTOV. M-30, C-1 PK 11,400;-;ARGANZUELA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002292;17/02/2021;19:15;AUTOV. M-30, C-1 PK 11,400;-;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S002294;17/02/2021;19:15;AUTOV. M-45 / CTRA. M-31;-;VILLA DE VALLECAS;Caída;Despejado;Otros vehículos con motor;Conductor;DE 30 A 34 AÑOS;Hombre;06
2021S002291;17/02/2021;18:40;AVDA. GRAN VIA DE SAN FRANCISCO;5;CENTRO;Alcance;Despejado;Autobús;Conductor;DE 60 A 64 AÑOS;Hombre;
2021S002291;17/02/2021;18:40;AVDA. GRAN VIA DE SAN FRANCISCO;5;CENTRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002286;17/02/2021;18:15;AVDA. POBLADOS / CALL. ALBOX;-;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S002286;17/02/2021;18:15;AVDA. POBLADOS / CALL. ALBOX;-;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S002675;17/02/2021;17:40;AVDA. MONFORTE DE LEMOS;36;FUENCARRAL-EL PARDO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 65 A 69 AÑOS;Hombre;07
2021S002986;17/02/2021;17:30;AVDA. CARONDELET; 2A;HORTALEZA;Colisión lateral;Despejado;Camión rígido;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002986;17/02/2021;17:30;AVDA. CARONDELET; 2A;HORTALEZA;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002281;17/02/2021;17:30;CALL. CEDACEROS;3;CENTRO;Atropello a persona;Despejado;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;01
2021S002281;17/02/2021;17:30;CALL. CEDACEROS;3;CENTRO;Atropello a persona;Despejado;Furgoneta;Peatón;DE 55 A 59 AÑOS;Mujer;01
2021S002289;17/02/2021;17:30;AVDA. COMPLUTENSE / AVDA. MIRAFLORES;-;MONCLOA-ARAVACA;Colisión lateral;;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S002289;17/02/2021;17:30;AVDA. COMPLUTENSE / AVDA. MIRAFLORES;-;MONCLOA-ARAVACA;Colisión lateral;;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S002293;17/02/2021;17:30;PLAZA. MARQUES DE SALAMANCA / CALL. PRINCIPE DE VERGARA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002293;17/02/2021;17:30;PLAZA. MARQUES DE SALAMANCA / CALL. PRINCIPE DE VERGARA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2021S002287;17/02/2021;17:25;CALL. RIOS ROSAS / CALL. BRAVO MURILLO;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14
2021S002287;17/02/2021;17:25;CALL. RIOS ROSAS / CALL. BRAVO MURILLO;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;07
2021S002282;17/02/2021;17:19;PLAZA. MARIANO DE CAVIA;3;RETIRO;Colisión lateral;Despejado;Maquinaria de obras;Conductor;DESCONOCIDA;;
2021S002282;17/02/2021;17:19;PLAZA. MARIANO DE CAVIA;3;RETIRO;Colisión lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002288;17/02/2021;16:30;CALL. TOSCANA / CALL. REPUBLICA ESLOVACA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;14
2021S002288;17/02/2021;16:30;CALL. TOSCANA / CALL. REPUBLICA ESLOVACA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;07
2021S002288;17/02/2021;16:30;CALL. TOSCANA / CALL. REPUBLICA ESLOVACA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;07
2021S002288;17/02/2021;16:30;CALL. TOSCANA / CALL. REPUBLICA ESLOVACA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002276;17/02/2021;16:25;CALL. VILLAJIMENA;17;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S002276;17/02/2021;16:25;CALL. VILLAJIMENA;17;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002283;17/02/2021;16:10;CALL. ESPRONCEDA;29;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S002283;17/02/2021;16:10;CALL. ESPRONCEDA;29;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Otros vehículos con motor;Conductor;DESCONOCIDA;;
2021S002279;17/02/2021;16:00;AVDA. CERRO MILANO / CALL. ALTO DE LA SARTENILLA;-;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;14
2021S002279;17/02/2021;16:00;AVDA. CERRO MILANO / CALL. ALTO DE LA SARTENILLA;-;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S002279;17/02/2021;16:00;AVDA. CERRO MILANO / CALL. ALTO DE LA SARTENILLA;-;VILLA DE VALLECAS;Colisión múltiple;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;07
2021S002279;17/02/2021;16:00;AVDA. CERRO MILANO / CALL. ALTO DE LA SARTENILLA;-;VILLA DE VALLECAS;Colisión múltiple;Despejado;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S002273;17/02/2021;15:30;CALL. VALLE DE ORO / CALL. PORTALEGRE;-;CARABANCHEL;Atropello a persona;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S002273;17/02/2021;15:30;CALL. VALLE DE ORO / CALL. PORTALEGRE;-;CARABANCHEL;Atropello a persona;Despejado;Turismo;Peatón;DE 50 A 54 AÑOS;Mujer;02
2021S002277;17/02/2021;15:20;AVDA. VICTORIA / CALL. PILAR ANDRADE;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S002277;17/02/2021;15:20;AVDA. VICTORIA / CALL. PILAR ANDRADE;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;01
2021S002280;17/02/2021;15:15;AVDA. AMERICA / AUTOV. M-30;-;SALAMANCA;Otro;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002280;17/02/2021;15:15;AVDA. AMERICA / AUTOV. M-30;-;SALAMANCA;Otro;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S002284;17/02/2021;15:00;CALL. GARCI-NUÑO / CALL. ANTONIO LANZUELA;-;TETUÁN;Otro;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S002272;17/02/2021;14:35;AVDA. CIUDAD DE BARCELONA;87;RETIRO;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 60 A 64 AÑOS;Hombre;06
2021S002272;17/02/2021;14:35;AVDA. CIUDAD DE BARCELONA;87;RETIRO;Colisión lateral;Despejado;VMU eléctrico;Conductor;DE 35 A 39 AÑOS;Hombre;07
2021S002303;17/02/2021;14:00;CALL. EMBAJADORES;184;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002303;17/02/2021;14:00;CALL. EMBAJADORES;184;ARGANZUELA;Colisión fronto-lateral;Despejado;Ciclomotor;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S002269;17/02/2021;13:55;CALL. ESTEBAN CARROS;23;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S002269;17/02/2021;13:55;CALL. ESTEBAN CARROS;23;PUENTE DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S002302;17/02/2021;13:45;AVDA. MEDITERRANEO / CALL. ANTONIO DIAZ-CAÑABATE;-;RETIRO;Otro;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S002307;17/02/2021;13:20;CALL. MERCEDES ARTEAGA;17;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S002307;17/02/2021;13:20;CALL. MERCEDES ARTEAGA;17;CARABANCHEL;Alcance;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;14
2021S002307;17/02/2021;13:20;CALL. MERCEDES ARTEAGA;17;CARABANCHEL;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S002307;17/02/2021;13:20;CALL. MERCEDES ARTEAGA;17;CARABANCHEL;Alcance;Despejado;Motocicleta hasta 125cc;Pasajero;DE 30 A 34 AÑOS;Mujer;06
2021S002308;17/02/2021;12:20;CALL. PROFESOR ARANGUREN / CALL. EDUARDO SAAVEDRA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;07
2021S002308;17/02/2021;12:20;CALL. PROFESOR ARANGUREN / CALL. EDUARDO SAAVEDRA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Autobus EMT;Conductor;DE 60 A 64 AÑOS;Hombre;14
2021S002311;17/02/2021;12:05;AVDA. ALBERTO ALCOCER;39;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S002311;17/02/2021;12:05;AVDA. ALBERTO ALCOCER;39;CHAMARTÍN;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S002319;17/02/2021;11:59;CALL. COSTA BRAVA;43;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;06
2021S002319;17/02/2021;11:59;CALL. COSTA BRAVA;43;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Pasajero;DE 55 A 59 AÑOS;Mujer;14
2021S002319;17/02/2021;11:59;CALL. COSTA BRAVA;43;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S002265;17/02/2021;11:21;CALL. PEDRO CAMPOS;21;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002265;17/02/2021;11:21;CALL. PEDRO CAMPOS;21;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002265;17/02/2021;11:21;CALL. PEDRO CAMPOS;21;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S002265;17/02/2021;11:21;CALL. PEDRO CAMPOS;21;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S002262;17/02/2021;10:25;CALL. VIRGEN DE LA OLIVA / CALL. ZALDIVAR;-;SAN BLAS-CANILLEJAS;Otro;Despejado;Turismo;Conductor;DESCONOCIDA;Hombre;
2021S002262;17/02/2021;10:25;CALL. VIRGEN DE LA OLIVA / CALL. ZALDIVAR;-;SAN BLAS-CANILLEJAS;Otro;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002304;17/02/2021;10:20;CALL. PRINCIPE DE VERGARA;246;CHAMARTÍN;Caída;Despejado;Ciclomotor;Conductor;DE 25 A 29 AÑOS;Mujer;01
2021S002309;17/02/2021;8:10;AUTOV. A-5 / CALL. FUENTE DEL TIRO;-;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002309;17/02/2021;8:10;AUTOV. A-5 / CALL. FUENTE DEL TIRO;-;LATINA;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;14
2021S002306;17/02/2021;7:45;AVDA. POBLADOS / CALL. PILAR;-;LATINA;Colisión lateral;Despejado;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S002306;17/02/2021;7:45;AVDA. POBLADOS / CALL. PILAR;-;LATINA;Colisión lateral;Despejado;Autobús;Pasajero;DE 50 A 54 AÑOS;Mujer;01
2021S002306;17/02/2021;7:45;AVDA. POBLADOS / CALL. PILAR;-;LATINA;Colisión lateral;Despejado;;Conductor;DESCONOCIDA;;
2021S002364;18/02/2021;23:30;CALL. AMANIEL;32;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S002364;18/02/2021;23:30;CALL. AMANIEL;32;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Peatón;DE 50 A 54 AÑOS;Mujer;06
2021S002366;18/02/2021;23:20;AVDA. RAMON Y CAJAL;111;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;
2021S002366;18/02/2021;23:20;AVDA. RAMON Y CAJAL;111;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S002365;18/02/2021;23:00;CALL. JUAN BRAVO / CALL. CASTELLO;-;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S002365;18/02/2021;23:00;CALL. JUAN BRAVO / CALL. CASTELLO;-;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002363;18/02/2021;22:40;CALL. TINTAS / CALL. OCA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002363;18/02/2021;22:40;CALL. TINTAS / CALL. OCA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2021S002373;18/02/2021;22:35;AUTO. M30 CALZADA 2 LATERAL PK 2.300;-;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2021S002373;18/02/2021;22:35;AUTO. M30 CALZADA 2 LATERAL PK 2.300;-;CIUDAD LINEAL;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;01
2021S002367;18/02/2021;22:25;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S002367;18/02/2021;22:25;CALL. LUCHANA / CALL. TRAFALGAR;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Otros vehículos con motor;Conductor;DE 50 A 54 AÑOS;Hombre;06
2021S002359;18/02/2021;20:25;AVDA. INSTITUCION LIBRE DE ENSEÑANZA;41;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S002359;18/02/2021;20:25;AVDA. INSTITUCION LIBRE DE ENSEÑANZA;41;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002496;18/02/2021;20:15;AVDA. VENTISQUERO DE LA CONDESA;48;FUENCARRAL-EL PARDO;Colisión frontal;;Turismo;Conductor;DESCONOCIDA;;
2021S002496;18/02/2021;20:15;AVDA. VENTISQUERO DE LA CONDESA;48;FUENCARRAL-EL PARDO;Colisión frontal;;Turismo;Conductor;DESCONOCIDA;;
2021S002356;18/02/2021;20:00;PLAZA. COLON / PASEO. RECOLETOS;-;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S002356;18/02/2021;20:00;PLAZA. COLON / PASEO. RECOLETOS;-;CENTRO;Colisión lateral;Despejado;Ciclomotor;Conductor;DE 45 A 49 AÑOS;Hombre;06
2021S002358;18/02/2021;19:58;AVDA. ANDALUCIA / CALL. UNANIMIDAD;-;VILLAVERDE;Caída;Despejado;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S002358;18/02/2021;19:58;AVDA. ANDALUCIA / CALL. UNANIMIDAD;-;VILLAVERDE;Caída;Despejado;Autobús;Pasajero;DE 55 A 59 AÑOS;Hombre;02
2021S002358;18/02/2021;19:58;AVDA. ANDALUCIA / CALL. UNANIMIDAD;-;VILLAVERDE;Caída;Despejado;Autobús;Pasajero;DE 55 A 59 AÑOS;Mujer;02
2021S002358;18/02/2021;19:58;AVDA. ANDALUCIA / CALL. UNANIMIDAD;-;VILLAVERDE;Caída;Despejado;Autobús;Pasajero;DE 40 A 44 AÑOS;Mujer;07
2021S002357;18/02/2021;19:45;CALL. REYES;23;CENTRO;Choque contra obstáculo fijo;Despejado;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002498;18/02/2021;19:40;GTA. ANTONIO PERPIÑA / AVDA. JUAN ANTONIO SAMARANCH;-;HORTALEZA;Colisión lateral;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S002498;18/02/2021;19:40;GTA. ANTONIO PERPIÑA / AVDA. JUAN ANTONIO SAMARANCH;-;HORTALEZA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2021S002407;18/02/2021;19:35;AUTOV. M-30, +010,600 INTERIOR;-;RETIRO;Colisión múltiple;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S002407;18/02/2021;19:35;AUTOV. M-30, +010,600 INTERIOR;-;RETIRO;Colisión múltiple;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;14
