Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg
Carburante: 

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Gasolina;36
Andalucía/Cádiz;CAMIONES MÁS DE 3500kg;Otros;1
Andalucía/Córdoba;CAMIONES HASTA 3500kg;TOTAL;34464
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Diesel;33908
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Eléctrico;38
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Andalucía/Córdoba;CAMIONES HASTA 3500kg;Gasolina;509
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;TOTAL;6483
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Diesel;6424
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Andalucía/Córdoba;CAMIONES MÁS DE 3500kg;Gasolina;54
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;46808
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;45876
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;16
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;907
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6782
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6711
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;66
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27622
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26997
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;5
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;615
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3610
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3587
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38347
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37674
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;15
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;627
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5254
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5215
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;35
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;73581
Andalucía/Málaga;CAMIONES HASTA 3500kg;Diesel;71614
Andalucía/Málaga;CAMIONES HASTA 3500kg;Eléctrico;37
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;24
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gas Natural Comprimido;23
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gasolina;1883
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;TOTAL;10212
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Diesel;10053
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Eléctrico;5
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;14
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gasolina;138
Andalucía/Sevilla;CAMIONES HASTA 3500kg;TOTAL;78882
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Diesel;77432
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Eléctrico;81
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;8
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Natural Comprimido;10
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gasolina;1348
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;TOTAL;11904
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Diesel;11797
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Eléctrico;3
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;7
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;9
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gasolina;88
Aragón/Huesca;CAMIONES HASTA 3500kg;TOTAL;17139
Aragón/Huesca;CAMIONES HASTA 3500kg;Diesel;16628
Aragón/Huesca;CAMIONES HASTA 3500kg;Eléctrico;5
Aragón/Huesca;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;4
Aragón/Huesca;CAMIONES HASTA 3500kg;Gasolina;502
Aragón/Huesca;CAMIONES MÁS DE 3500kg;TOTAL;2380
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Diesel;2357
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Eléctrico;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gasolina;21
Aragón/Teruel;CAMIONES HASTA 3500kg;TOTAL;10627
Aragón/Teruel;CAMIONES HASTA 3500kg;Diesel;10352
Aragón/Teruel;CAMIONES HASTA 3500kg;Eléctrico;2
Aragón/Teruel;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;3
Aragón/Teruel;CAMIONES HASTA 3500kg;Gas Natural Comprimido;5
Aragón/Teruel;CAMIONES HASTA 3500kg;Gasolina;265
Aragón/Teruel;CAMIONES MÁS DE 3500kg;TOTAL;1649
Aragón/Teruel;CAMIONES MÁS DE 3500kg;Diesel;1642
Aragón/Teruel;CAMIONES MÁS DE 3500kg;Gasolina;7
Aragón/Zaragoza;CAMIONES HASTA 3500kg;TOTAL;33279
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Diesel;32433
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Eléctrico;40
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;26
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gas Natural Comprimido;4
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gasolina;776
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;TOTAL;6155
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Diesel;6117
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Eléctrico;2
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;3
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gasolina;28
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;TOTAL;32004
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Diesel;31133
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Eléctrico;33
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;12
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gas Natural Comprimido;89
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gasolina;736
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Otros;1
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;TOTAL;7604
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Diesel;7397
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;52
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;80
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gasolina;74
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;TOTAL;77102
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Butano;2
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Diesel;70971
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Eléctrico;84
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;72
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Natural Comprimido;30
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Natural Licuado;3
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gasolina;5940
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;TOTAL;8627
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Butano;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Diesel;8311
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Eléctrico;6
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;69
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gasolina;237
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Otros;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Sin especificar;1
Canarias/Palmas (Las);CAMIONES HASTA 3500kg;TOTAL;107140
Canarias/Palmas (Las);CAMIONES HASTA 3500kg;Diesel;94449
Canarias/Palmas (Las);CAMIONES HASTA 3500kg;Eléctrico;93
Canarias/Palmas (Las);CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;5
Canarias/Palmas (Las);CAMIONES HASTA 3500kg;Gasolina;12593
Canarias/Palmas (Las);CAMIONES MÁS DE 3500kg;TOTAL;9738
Canarias/Palmas (Las);CAMIONES MÁS DE 3500kg;Diesel;9631
Canarias/Palmas (Las);CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;3
Canarias/Palmas (Las);CAMIONES MÁS DE 3500kg;Gasolina;104
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;TOTAL;103962
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;Diesel;91305
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;Eléctrico;19
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;35
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;Gas Natural Licuado;1
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;Gasolina;12599
Canarias/Santa Cruz de Tenerife;CAMIONES HASTA 3500kg;Otros;1
Canarias/Santa Cruz de Tenerife;CAMIONES MÁS DE 3500kg;TOTAL;8691
Canarias/Santa Cruz de Tenerife;CAMIONES MÁS DE 3500kg;Diesel;8581
Canarias/Santa Cruz de Tenerife;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;8
Canarias/Santa Cruz de Tenerife;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Canarias/Santa Cruz de Tenerife;CAMIONES MÁS DE 3500kg;Gasolina;100
Canarias/Santa Cruz de Tenerife;CAMIONES MÁS DE 3500kg;Sin especificar;1
Cantabria/Cantabria;CAMIONES HASTA 3500kg;TOTAL;25497
Cantabria/Cantabria;CAMIONES HASTA 3500kg;Diesel;25040
Cantabria/Cantabria;CAMIONES HASTA 3500kg;Eléctrico;16
Cantabria/Cantabria;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;27
Cantabria/Cantabria;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Cantabria/Cantabria;CAMIONES HASTA 3500kg;Gasolina;412
Cantabria/Cantabria;CAMIONES MÁS DE 3500kg;TOTAL;4484
Cantabria/Cantabria;CAMIONES MÁS DE 3500kg;Diesel;4418
Cantabria/Cantabria;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;4
Cantabria/Cantabria;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;4
Cantabria/Cantabria;CAMIONES MÁS DE 3500kg;Gasolina;58
Castilla y León/Ávila;CAMIONES HASTA 3500kg;TOTAL;10501
Castilla y León/Ávila;CAMIONES HASTA 3500kg;Diesel;10235
Castilla y León/Ávila;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;10
Castilla y León/Ávila;CAMIONES HASTA 3500kg;Gasolina;255
Castilla y León/Ávila;CAMIONES HASTA 3500kg;Otros;1
Castilla y León/Ávila;CAMIONES MÁS DE 3500kg;TOTAL;1978
Castilla y León/Ávila;CAMIONES MÁS DE 3500kg;Diesel;1965
Castilla y León/Ávila;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Castilla y León/Ávila;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Castilla y León/Ávila;CAMIONES MÁS DE 3500kg;Gasolina;11
Castilla y León/Burgos;CAMIONES HASTA 3500kg;TOTAL;15258
Castilla y León/Burgos;CAMIONES HASTA 3500kg;Diesel;14913
Castilla y León/Burgos;CAMIONES HASTA 3500kg;Eléctrico;4
Castilla y León/Burgos;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;5
Castilla y León/Burgos;CAMIONES HASTA 3500kg;Gasolina;335
Castilla y León/Burgos;CAMIONES HASTA 3500kg;Otros;1
Castilla y León/Burgos;CAMIONES MÁS DE 3500kg;TOTAL;3098
Castilla y León/Burgos;CAMIONES MÁS DE 3500kg;Diesel;3073
Castilla y León/Burgos;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Castilla y León/Burgos;CAMIONES MÁS DE 3500kg;Gasolina;23
Castilla y León/León;CAMIONES HASTA 3500kg;TOTAL;22387
Castilla y León/León;CAMIONES HASTA 3500kg;Diesel;21792
Castilla y León/León;CAMIONES HASTA 3500kg;Eléctrico;3
Castilla y León/León;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Castilla y León/León;CAMIONES HASTA 3500kg;Gas Natural Licuado;2
Castilla y León/León;CAMIONES HASTA 3500kg;Gasolina;578
Castilla y León/León;CAMIONES HASTA 3500kg;Sin especificar;3
Castilla y León/León;CAMIONES MÁS DE 3500kg;TOTAL;4730
Castilla y León/León;CAMIONES MÁS DE 3500kg;Diesel;4706
Castilla y León/León;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Castilla y León/León;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Castilla y León/León;CAMIONES MÁS DE 3500kg;Gasolina;22
Castilla y León/Palencia;CAMIONES HASTA 3500kg;TOTAL;6444
Castilla y León/Palencia;CAMIONES HASTA 3500kg;Diesel;6314
Castilla y León/Palencia;CAMIONES HASTA 3500kg;Eléctrico;8
Castilla y León/Palencia;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;1
Castilla y León/Palencia;CAMIONES HASTA 3500kg;Gas Natural Comprimido;6
Castilla y León/Palencia;CAMIONES HASTA 3500kg;Gasolina;114
Castilla y León/Palencia;CAMIONES HASTA 3500kg;Otros;1
Castilla y León/Palencia;CAMIONES MÁS DE 3500kg;TOTAL;1643
Castilla y León/Palencia;CAMIONES MÁS DE 3500kg;Diesel;1635
Castilla y León/Palencia;CAMIONES MÁS DE 3500kg;Gasolina;8
Castilla y León/Salamanca;CAMIONES HASTA 3500kg;TOTAL;14813
Castilla y León/Salamanca;CAMIONES HASTA 3500kg;Diesel;14470
Castilla y León/Salamanca;CAMIONES HASTA 3500kg;Eléctrico;3
Castilla y León/Salamanca;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;4
Castilla y León/Salamanca;CAMIONES HASTA 3500kg;Gas Natural Comprimido;6
Castilla y León/Salamanca;CAMIONES HASTA 3500kg;Gasolina;330
Castilla y León/Salamanca;CAMIONES MÁS DE 3500kg;TOTAL;3397
Castilla y León/Salamanca;CAMIONES MÁS DE 3500kg;Diesel;3339
Castilla y León/Salamanca;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;3
Castilla y León/Salamanca;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;34
Castilla y León/Salamanca;CAMIONES MÁS DE 3500kg;Gasolina;19
Castilla y León/Salamanca;CAMIONES MÁS DE 3500kg;Otros;2
Castilla y León/Segovia;CAMIONES HASTA 3500kg;TOTAL;9500
Castilla y León/Segovia;CAMIONES HASTA 3500kg;Diesel;9174
Castilla y León/Segovia;CAMIONES HASTA 3500kg;Eléctrico;1
Castilla y León/Segovia;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;3
Castilla y León/Segovia;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Castilla y León/Segovia;CAMIONES HASTA 3500kg;Gasolina;318
Castilla y León/Segovia;CAMIONES HASTA 3500kg;Otros;3
Castilla y León/Segovia;CAMIONES MÁS DE 3500kg;TOTAL;2043
Castilla y León/Segovia;CAMIONES MÁS DE 3500kg;Diesel;2012
Castilla y León/Segovia;CAMIONES MÁS DE 3500kg;Gasolina;29
Castilla y León/Segovia;CAMIONES MÁS DE 3500kg;Otros;2
Castilla y León/Soria;CAMIONES HASTA 3500kg;TOTAL;5436
Castilla y León/Soria;CAMIONES HASTA 3500kg;Diesel;5297
Castilla y León/Soria;CAMIONES HASTA 3500kg;Eléctrico;3
Castilla y León/Soria;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;2
Castilla y León/Soria;CAMIONES HASTA 3500kg;Gasolina;134
Castilla y León/Soria;CAMIONES MÁS DE 3500kg;TOTAL;1040
Castilla y León/Soria;CAMIONES MÁS DE 3500kg;Diesel;1035
Castilla y León/Soria;CAMIONES MÁS DE 3500kg;Gasolina;5
Castilla y León/Valladolid;CAMIONES HASTA 3500kg;TOTAL;18435
Castilla y León/Valladolid;CAMIONES HASTA 3500kg;Biodiesel;1
Castilla y León/Valladolid;CAMIONES HASTA 3500kg;Diesel;17971
Castilla y León/Valladolid;CAMIONES HASTA 3500kg;Eléctrico;3
Castilla y León/Valladolid;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;19
Castilla y León/Valladolid;CAMIONES HASTA 3500kg;Gas Natural Comprimido;9
Castilla y León/Valladolid;CAMIONES HASTA 3500kg;Gasolina;432
Castilla y León/Valladolid;CAMIONES MÁS DE 3500kg;TOTAL;3732
Castilla y León/Valladolid;CAMIONES MÁS DE 3500kg;Diesel;3701
Castilla y León/Valladolid;CAMIONES MÁS DE 3500kg;Eléctrico;1
Castilla y León/Valladolid;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;5
Castilla y León/Valladolid;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;9
Castilla y León/Valladolid;CAMIONES MÁS DE 3500kg;Gasolina;16
Castilla y León/Zamora;CAMIONES HASTA 3500kg;TOTAL;9232
Castilla y León/Zamora;CAMIONES HASTA 3500kg;Diesel;8997
Castilla y León/Zamora;CAMIONES HASTA 3500kg;Eléctrico;2
Castilla y León/Zamora;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;3
Castilla y León/Zamora;CAMIONES HASTA 3500kg;Gasolina;230
Castilla y León/Zamora;CAMIONES MÁS DE 3500kg;TOTAL;2159
Castilla y León/Zamora;CAMIONES MÁS DE 3500kg;Diesel;2144
Castilla y León/Zamora;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Castilla y León/Zamora;CAMIONES MÁS DE 3500kg;Gasolina;14
Castilla-La Mancha/Albacete;CAMIONES HASTA 3500kg;TOTAL;23940
Castilla-La Mancha/Albacete;CAMIONES HASTA 3500kg;Diesel;23522
Castilla-La Mancha/Albacete;CAMIONES HASTA 3500kg;Eléctrico;2
Castilla-La Mancha/Albacete;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Castilla-La Mancha/Albacete;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Castilla-La Mancha/Albacete;CAMIONES HASTA 3500kg;Gasolina;405
Castilla-La Mancha/Albacete;CAMIONES MÁS DE 3500kg;TOTAL;4236
Castilla-La Mancha/Albacete;CAMIONES MÁS DE 3500kg;Diesel;4204
Castilla-La Mancha/Albacete;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Castilla-La Mancha/Albacete;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;5
Castilla-La Mancha/Albacete;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;2
Castilla-La Mancha/Albacete;CAMIONES MÁS DE 3500kg;Gasolina;22
Castilla-La Mancha/Albacete;CAMIONES MÁS DE 3500kg;Hidrógeno;1
Castilla-La Mancha/Ciudad Real;CAMIONES HASTA 3500kg;TOTAL;31832
Castilla-La Mancha/Ciudad Real;CAMIONES HASTA 3500kg;Diesel;31301
Castilla-La Mancha/Ciudad Real;CAMIONES HASTA 3500kg;Eléctrico;1
Castilla-La Mancha/Ciudad Real;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;9
Castilla-La Mancha/Ciudad Real;CAMIONES HASTA 3500kg;Gas Natural Comprimido;4
Castilla-La Mancha/Ciudad Real;CAMIONES HASTA 3500kg;Gasolina;516
