Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, FURGONETAS, MOTOCICLETAS, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Córdoba;FURGONETAS;Otros;1
Andalucía/Córdoba;MOTOCICLETAS;TOTAL;58426
Andalucía/Córdoba;MOTOCICLETAS;Diesel;81
Andalucía/Córdoba;MOTOCICLETAS;Eléctrico;87
Andalucía/Córdoba;MOTOCICLETAS;Gas Licuado de Petroleo;4
Andalucía/Córdoba;MOTOCICLETAS;Gasolina;58250
Andalucía/Córdoba;MOTOCICLETAS;Sin especificar;4
Andalucía/Córdoba;TURISMOS;TOTAL;391962
Andalucía/Córdoba;TURISMOS;Biodiesel;1
Andalucía/Córdoba;TURISMOS;Butano;2
Andalucía/Córdoba;TURISMOS;Diesel;256142
Andalucía/Córdoba;TURISMOS;Eléctrico;277
Andalucía/Córdoba;TURISMOS;Gas Licuado de Petroleo;447
Andalucía/Córdoba;TURISMOS;Gas Natural Comprimido;22
Andalucía/Córdoba;TURISMOS;Gasolina;135053
Andalucía/Córdoba;TURISMOS;Otros;13
Andalucía/Córdoba;TURISMOS;Sin especificar;5
Andalucía/Granada;CAMIONES HASTA 3500kg;TOTAL;47018
Andalucía/Granada;CAMIONES HASTA 3500kg;Biometano;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Diesel;46071
Andalucía/Granada;CAMIONES HASTA 3500kg;Eléctrico;7
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;32
Andalucía/Granada;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Granada;CAMIONES HASTA 3500kg;Gasolina;906
Andalucía/Granada;CAMIONES MÁS DE 3500kg;TOTAL;6815
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Diesel;6744
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Granada;CAMIONES MÁS DE 3500kg;Gasolina;65
Andalucía/Granada;CICLOMOTORES;TOTAL;69026
Andalucía/Granada;CICLOMOTORES;Diesel;1171
Andalucía/Granada;CICLOMOTORES;Eléctrico;179
Andalucía/Granada;CICLOMOTORES;Gasolina;67676
Andalucía/Granada;FURGONETAS;TOTAL;59449
Andalucía/Granada;FURGONETAS;Diesel;50853
Andalucía/Granada;FURGONETAS;Eléctrico;35
Andalucía/Granada;FURGONETAS;Gas Licuado de Petroleo;64
Andalucía/Granada;FURGONETAS;Gas Natural Comprimido;6
Andalucía/Granada;FURGONETAS;Gasolina;8487
Andalucía/Granada;FURGONETAS;Otros;4
Andalucía/Granada;MOTOCICLETAS;TOTAL;101897
Andalucía/Granada;MOTOCICLETAS;Diesel;101
Andalucía/Granada;MOTOCICLETAS;Eléctrico;226
Andalucía/Granada;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Granada;MOTOCICLETAS;Gasolina;101568
Andalucía/Granada;MOTOCICLETAS;Otros;1
Andalucía/Granada;TURISMOS;TOTAL;483673
Andalucía/Granada;TURISMOS;Biodiesel;6
Andalucía/Granada;TURISMOS;Butano;4
Andalucía/Granada;TURISMOS;Diesel;297353
Andalucía/Granada;TURISMOS;Eléctrico;418
Andalucía/Granada;TURISMOS;Gas Licuado de Petroleo;564
Andalucía/Granada;TURISMOS;Gas Natural Comprimido;57
Andalucía/Granada;TURISMOS;Gas Natural Licuado;1
Andalucía/Granada;TURISMOS;Gasolina;185249
Andalucía/Granada;TURISMOS;Hidrógeno;1
Andalucía/Granada;TURISMOS;Otros;18
Andalucía/Granada;TURISMOS;Sin especificar;2
Andalucía/Huelva;CAMIONES HASTA 3500kg;TOTAL;27553
Andalucía/Huelva;CAMIONES HASTA 3500kg;Diesel;26939
Andalucía/Huelva;CAMIONES HASTA 3500kg;Eléctrico;3
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;7
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gas Natural Comprimido;1
Andalucía/Huelva;CAMIONES HASTA 3500kg;Gasolina;602
Andalucía/Huelva;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;TOTAL;3630
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Biometano;1
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Diesel;3607
Andalucía/Huelva;CAMIONES MÁS DE 3500kg;Gasolina;22
Andalucía/Huelva;CICLOMOTORES;TOTAL;30324
Andalucía/Huelva;CICLOMOTORES;Diesel;775
Andalucía/Huelva;CICLOMOTORES;Eléctrico;161
Andalucía/Huelva;CICLOMOTORES;Gasolina;29386
Andalucía/Huelva;CICLOMOTORES;Sin especificar;2
Andalucía/Huelva;FURGONETAS;TOTAL;21144
Andalucía/Huelva;FURGONETAS;Butano;1
Andalucía/Huelva;FURGONETAS;Diesel;17736
Andalucía/Huelva;FURGONETAS;Eléctrico;11
Andalucía/Huelva;FURGONETAS;Gas Licuado de Petroleo;8
Andalucía/Huelva;FURGONETAS;Gas Natural Comprimido;2
Andalucía/Huelva;FURGONETAS;Gasolina;3385
Andalucía/Huelva;FURGONETAS;Otros;1
Andalucía/Huelva;MOTOCICLETAS;TOTAL;30823
Andalucía/Huelva;MOTOCICLETAS;Diesel;66
Andalucía/Huelva;MOTOCICLETAS;Eléctrico;65
Andalucía/Huelva;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Huelva;MOTOCICLETAS;Gasolina;30687
Andalucía/Huelva;MOTOCICLETAS;Sin especificar;2
Andalucía/Huelva;TURISMOS;TOTAL;264063
Andalucía/Huelva;TURISMOS;Butano;3
Andalucía/Huelva;TURISMOS;Diesel;168221
Andalucía/Huelva;TURISMOS;Eléctrico;146
Andalucía/Huelva;TURISMOS;Etanol;1
Andalucía/Huelva;TURISMOS;Gas Licuado de Petroleo;235
Andalucía/Huelva;TURISMOS;Gas Natural Comprimido;14
Andalucía/Huelva;TURISMOS;Gasolina;95434
Andalucía/Huelva;TURISMOS;Otros;7
Andalucía/Huelva;TURISMOS;Sin especificar;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;TOTAL;38382
Andalucía/Jaén;CAMIONES HASTA 3500kg;Diesel;37705
Andalucía/Jaén;CAMIONES HASTA 3500kg;Eléctrico;29
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;22
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Andalucía/Jaén;CAMIONES HASTA 3500kg;Gasolina;623
Andalucía/Jaén;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;TOTAL;5264
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Diesel;5226
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;1
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Gasolina;34
Andalucía/Jaén;CAMIONES MÁS DE 3500kg;Sin especificar;1
Andalucía/Jaén;CICLOMOTORES;TOTAL;41166
Andalucía/Jaén;CICLOMOTORES;Diesel;1718
Andalucía/Jaén;CICLOMOTORES;Eléctrico;118
Andalucía/Jaén;CICLOMOTORES;Gasolina;39327
Andalucía/Jaén;CICLOMOTORES;Sin especificar;3
Andalucía/Jaén;FURGONETAS;TOTAL;63955
Andalucía/Jaén;FURGONETAS;Diesel;57246
Andalucía/Jaén;FURGONETAS;Eléctrico;24
Andalucía/Jaén;FURGONETAS;Gas Licuado de Petroleo;75
Andalucía/Jaén;FURGONETAS;Gas Natural Comprimido;5
Andalucía/Jaén;FURGONETAS;Gasolina;6605
Andalucía/Jaén;MOTOCICLETAS;TOTAL;41741
Andalucía/Jaén;MOTOCICLETAS;Diesel;92
Andalucía/Jaén;MOTOCICLETAS;Eléctrico;268
Andalucía/Jaén;MOTOCICLETAS;Gas Licuado de Petroleo;1
Andalucía/Jaén;MOTOCICLETAS;Gasolina;41376
Andalucía/Jaén;MOTOCICLETAS;Otros;1
Andalucía/Jaén;MOTOCICLETAS;Sin especificar;3
Andalucía/Jaén;TURISMOS;TOTAL;305523
Andalucía/Jaén;TURISMOS;Biodiesel;2
Andalucía/Jaén;TURISMOS;Biometano;1
Andalucía/Jaén;TURISMOS;Butano;1
Andalucía/Jaén;TURISMOS;Diesel;207687
Andalucía/Jaén;TURISMOS;Eléctrico;164
Andalucía/Jaén;TURISMOS;Etanol;1
Andalucía/Jaén;TURISMOS;Gas Licuado de Petroleo;337
Andalucía/Jaén;TURISMOS;Gas Natural Comprimido;21
Andalucía/Jaén;TURISMOS;Gasolina;97302
Andalucía/Jaén;TURISMOS;Otros;6
Andalucía/Jaén;TURISMOS;Sin especificar;1
Andalucía/Málaga;CAMIONES HASTA 3500kg;TOTAL;73335
Andalucía/Málaga;CAMIONES HASTA 3500kg;Diesel;71384
Andalucía/Málaga;CAMIONES HASTA 3500kg;Eléctrico;26
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;40
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gas Natural Comprimido;18
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gasolina;1867
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;TOTAL;10203
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Diesel;10042
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Eléctrico;2
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;18
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gasolina;138
Andalucía/Málaga;CICLOMOTORES;TOTAL;105033
Andalucía/Málaga;CICLOMOTORES;Diesel;2767
Andalucía/Málaga;CICLOMOTORES;Eléctrico;566
Andalucía/Málaga;CICLOMOTORES;Gasolina;101690
Andalucía/Málaga;CICLOMOTORES;Sin especificar;10
Andalucía/Málaga;FURGONETAS;TOTAL;92376
Andalucía/Málaga;FURGONETAS;Diesel;77231
Andalucía/Málaga;FURGONETAS;Eléctrico;91
Andalucía/Málaga;FURGONETAS;Gas Licuado de Petroleo;102
Andalucía/Málaga;FURGONETAS;Gas Natural Comprimido;10
Andalucía/Málaga;FURGONETAS;Gasolina;14938
Andalucía/Málaga;FURGONETAS;Otros;1
Andalucía/Málaga;FURGONETAS;Sin especificar;3
Andalucía/Málaga;MOTOCICLETAS;TOTAL;175352
Andalucía/Málaga;MOTOCICLETAS;Butano;1
Andalucía/Málaga;MOTOCICLETAS;Diesel;146
Andalucía/Málaga;MOTOCICLETAS;Eléctrico;656
Andalucía/Málaga;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Málaga;MOTOCICLETAS;Gasolina;174535
Andalucía/Málaga;MOTOCICLETAS;Otros;6
Andalucía/Málaga;MOTOCICLETAS;Sin especificar;5
Andalucía/Málaga;TURISMOS;TOTAL;860396
Andalucía/Málaga;TURISMOS;Biodiesel;5
Andalucía/Málaga;TURISMOS;Biometano;1
Andalucía/Málaga;TURISMOS;Butano;26
Andalucía/Málaga;TURISMOS;Diesel;477343
Andalucía/Málaga;TURISMOS;Eléctrico;1231
Andalucía/Málaga;TURISMOS;Etanol;1
Andalucía/Málaga;TURISMOS;Gas Licuado de Petroleo;1460
Andalucía/Málaga;TURISMOS;Gas Natural Comprimido;38
Andalucía/Málaga;TURISMOS;Gas Natural Licuado;1
Andalucía/Málaga;TURISMOS;Gasolina;380259
Andalucía/Málaga;TURISMOS;Hidrógeno;6
Andalucía/Málaga;TURISMOS;Otros;18
Andalucía/Málaga;TURISMOS;Sin especificar;7
Andalucía/Sevilla;CAMIONES HASTA 3500kg;TOTAL;78548
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Diesel;77084
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Eléctrico;85
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;23
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Natural Comprimido;10
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gasolina;1343
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;TOTAL;11956
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Diesel;11848
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Eléctrico;3
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;7
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;8
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gasolina;90
Andalucía/Sevilla;CICLOMOTORES;TOTAL;121866
Andalucía/Sevilla;CICLOMOTORES;Diesel;2814
Andalucía/Sevilla;CICLOMOTORES;Eléctrico;448
Andalucía/Sevilla;CICLOMOTORES;Gasolina;118600
Andalucía/Sevilla;CICLOMOTORES;Sin especificar;4
Andalucía/Sevilla;FURGONETAS;TOTAL;62587
Andalucía/Sevilla;FURGONETAS;Biometano;1
Andalucía/Sevilla;FURGONETAS;Diesel;52659
Andalucía/Sevilla;FURGONETAS;Eléctrico;101
Andalucía/Sevilla;FURGONETAS;Gas Licuado de Petroleo;132
Andalucía/Sevilla;FURGONETAS;Gas Natural Comprimido;28
Andalucía/Sevilla;FURGONETAS;Gasolina;9661
Andalucía/Sevilla;FURGONETAS;Otros;3
Andalucía/Sevilla;FURGONETAS;Sin especificar;2
Andalucía/Sevilla;MOTOCICLETAS;TOTAL;147954
Andalucía/Sevilla;MOTOCICLETAS;Butano;1
Andalucía/Sevilla;MOTOCICLETAS;Diesel;177
Andalucía/Sevilla;MOTOCICLETAS;Eléctrico;408
Andalucía/Sevilla;MOTOCICLETAS;Gas Licuado de Petroleo;10
Andalucía/Sevilla;MOTOCICLETAS;Gasolina;147351
Andalucía/Sevilla;MOTOCICLETAS;Otros;3
Andalucía/Sevilla;MOTOCICLETAS;Sin especificar;4
Andalucía/Sevilla;TURISMOS;TOTAL;966322
Andalucía/Sevilla;TURISMOS;Biodiesel;2
Andalucía/Sevilla;TURISMOS;Butano;3
Andalucía/Sevilla;TURISMOS;Diesel;601060
Andalucía/Sevilla;TURISMOS;Eléctrico;933
Andalucía/Sevilla;TURISMOS;Etanol;2
Andalucía/Sevilla;TURISMOS;Gas Licuado de Petroleo;1461
Andalucía/Sevilla;TURISMOS;Gas Natural Comprimido;200
Andalucía/Sevilla;TURISMOS;Gas Natural Licuado;2
Andalucía/Sevilla;TURISMOS;Gasolina;362631
Andalucía/Sevilla;TURISMOS;Hidrógeno;1
Andalucía/Sevilla;TURISMOS;Otros;23
Andalucía/Sevilla;TURISMOS;Sin especificar;4
Aragón/Huesca;CAMIONES HASTA 3500kg;TOTAL;17080
Aragón/Huesca;CAMIONES HASTA 3500kg;Diesel;16570
Aragón/Huesca;CAMIONES HASTA 3500kg;Eléctrico;8
Aragón/Huesca;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;6
Aragón/Huesca;CAMIONES HASTA 3500kg;Gasolina;496
Aragón/Huesca;CAMIONES MÁS DE 3500kg;TOTAL;2378
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Diesel;2355
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Eléctrico;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gasolina;20
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Otros;1
Aragón/Huesca;CICLOMOTORES;TOTAL;9402
Aragón/Huesca;CICLOMOTORES;Diesel;192
Aragón/Huesca;CICLOMOTORES;Eléctrico;27
Aragón/Huesca;CICLOMOTORES;Gasolina;9183
Aragón/Huesca;FURGONETAS;TOTAL;18340
Aragón/Huesca;FURGONETAS;Butano;1
Aragón/Huesca;FURGONETAS;Diesel;15235
Aragón/Huesca;FURGONETAS;Eléctrico;18
Aragón/Huesca;FURGONETAS;Gas Licuado de Petroleo;8
Aragón/Huesca;FURGONETAS;Gasolina;3078
Aragón/Huesca;MOTOCICLETAS;TOTAL;15302
Aragón/Huesca;MOTOCICLETAS;Diesel;36
Aragón/Huesca;MOTOCICLETAS;Eléctrico;28
Aragón/Huesca;MOTOCICLETAS;Gas Licuado de Petroleo;1
